recipe_id,acc_select,acc_holdout
JPL_14,0.92,0.791666666666667
JPL_140,0.92,0.791666666666667
JPL_141,0.92,0.791666666666667
JPL_142,0.92,0.791666666666667
JPL_143,0.92,0.791666666666667
JPL_15,0.92,0.791666666666667
JPL_16,0.92,0.708333333333333
JPL_17,0.92,0.708333333333333
JPL_170,0.92,0.791666666666667
JPL_18,0.92,0.708333333333333
JPL_180,0.92,0.875
JPL_182,0.92,0.875
JPL_184,0.92,0.833333333333333
JPL_185,0.92,0.791666666666667
JPL_186,0.92,0.833333333333333
JPL_188,0.92,0.833333333333333
JPL_189,0.92,0.833333333333333
JPL_19,0.92,0.708333333333333
JPL_190,0.92,0.833333333333333
JPL_191,0.92,0.833333333333333
JPL_197,0.92,0.708333333333333
JPL_21,0.92,0.708333333333333
JPL_221,0.92,0.916666666666667
JPL_223,0.92,0.916666666666667
JPL_23,0.92,0.708333333333333
JPL_32,0.92,0.708333333333333
JPL_33,0.92,0.708333333333333
JPL_34,0.92,0.708333333333333
JPL_35,0.92,0.708333333333333
JPL_36,0.92,0.75
JPL_37,0.92,0.708333333333333
JPL_38,0.92,0.75
JPL_384,0.92,0.75
JPL_385,0.92,0.75
JPL_386,0.92,0.791666666666667
JPL_387,0.92,0.75
JPL_388,0.92,0.791666666666667
JPL_389,0.92,0.791666666666667
JPL_39,0.92,0.708333333333333
JPL_390,0.92,0.791666666666667
JPL_391,0.92,0.791666666666667
JPL_396,0.92,0.833333333333333
JPL_398,0.92,0.833333333333333
JPL_40,0.92,0.916666666666667
JPL_407,0.92,0.791666666666667
JPL_41,0.92,0.875
JPL_417,0.92,0.666666666666667
JPL_419,0.92,0.666666666666667
JPL_42,0.92,0.916666666666667
JPL_421,0.92,0.666666666666667
JPL_423,0.92,0.666666666666667
JPL_424,0.92,0.833333333333333
JPL_425,0.92,0.791666666666667
JPL_426,0.92,0.833333333333333
JPL_427,0.92,0.833333333333333
JPL_428,0.92,0.833333333333333
JPL_429,0.92,0.833333333333333
JPL_43,0.92,0.875
JPL_430,0.92,0.833333333333333
