Study_area,term,term_type,frac,ax1,ax2,tier
Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),gia_model x c30_treatment,interaction,-1.02264892892364e-16,gia_model,c30_treatment,tier1
Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),gia_model x geocenter,interaction,-2.67759968861125e-15,gia_model,geocenter,tier1
Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),c20_treatment x c30_treatment,interaction,2.37664755075861e-16,c20_treatment,c30_treatment,tier1
Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),c20_treatment x geocenter,interaction,-2.00819976645844e-15,c20_treatment,geocenter,tier1
Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),c30_treatment x geocenter,interaction,-1.92452477618934e-15,c30_treatment,geocenter,tier1
Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),higher-order,residual,0.0657225148994168,,,tier1
Stockton Plateau (Edwards-Trinity Aquifer System),centre,main,0.0348905470584676,centre,,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),truncation,main,0.00029656197123348,truncation,,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),filter,main,0.387731265420703,filter,,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),gia_model,main,0.420057190539817,gia_model,,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),c20_treatment,main,0.000585029369669985,c20_treatment,,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),c30_treatment,main,4.19445163809306e-05,c30_treatment,,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),geocenter,main,0.146038167195429,geocenter,,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),centre x truncation,interaction,0.00114746816302664,centre,truncation,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),centre x filter,interaction,0.0031023494407774,centre,filter,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),centre x gia_model,interaction,4.02780577229408e-12,centre,gia_model,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),centre x c20_treatment,interaction,0.0001906353141009,centre,c20_treatment,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),centre x c30_treatment,interaction,2.45517032392422e-06,centre,c30_treatment,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),centre x geocenter,interaction,1.57676915366469e-06,centre,geocenter,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),truncation x filter,interaction,0.00298853511945277,truncation,filter,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),truncation x gia_model,interaction,8.16048088224152e-14,truncation,gia_model,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),truncation x c20_treatment,interaction,1.42325939286163e-06,truncation,c20_treatment,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),truncation x c30_treatment,interaction,7.43737669751202e-08,truncation,c30_treatment,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),truncation x geocenter,interaction,1.07114171658565e-06,truncation,geocenter,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),filter x gia_model,interaction,-2.98263190140406e-16,filter,gia_model,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),filter x c20_treatment,interaction,1.5987095533242e-08,filter,c20_treatment,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),filter x c30_treatment,interaction,4.55974807444803e-09,filter,c30_treatment,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),filter x geocenter,interaction,4.44790359176889e-07,filter,geocenter,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),gia_model x c20_treatment,interaction,-1.21332533676648e-15,gia_model,c20_treatment,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),gia_model x c30_treatment,interaction,-1.50748158258952e-15,gia_model,c30_treatment,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),gia_model x geocenter,interaction,-1.52114226971607e-15,gia_model,geocenter,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),c20_treatment x c30_treatment,interaction,-3.8884898323969e-17,c20_treatment,c30_treatment,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),c20_treatment x geocenter,interaction,-8.35136932393138e-16,c20_treatment,geocenter,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),c30_treatment x geocenter,interaction,-1.01409484647738e-15,c30_treatment,geocenter,tier2
Stockton Plateau (Edwards-Trinity Aquifer System),higher-order,residual,0.002923239835281,,,tier2
Sundarbans and Southern Delta (Bengal Basin),centre,main,0.0793688069182618,centre,,tier2
Sundarbans and Southern Delta (Bengal Basin),truncation,main,0.0439254771511822,truncation,,tier2
Sundarbans and Southern Delta (Bengal Basin),filter,main,0.445783896695624,filter,,tier2
Sundarbans and Southern Delta (Bengal Basin),gia_model,main,0.213608417972073,gia_model,,tier2
Sundarbans and Southern Delta (Bengal Basin),c20_treatment,main,0.0194951816332644,c20_treatment,,tier2
Sundarbans and Southern Delta (Bengal Basin),c30_treatment,main,0.000241472768610597,c30_treatment,,tier2
Sundarbans and Southern Delta (Bengal Basin),geocenter,main,0.051400907736076,geocenter,,tier2
Sundarbans and Southern Delta (Bengal Basin),centre x truncation,interaction,0.00437852802138188,centre,truncation,tier2
Sundarbans and Southern Delta (Bengal Basin),centre x filter,interaction,0.0942309041831118,centre,filter,tier2
Sundarbans and Southern Delta (Bengal Basin),centre x gia_model,interaction,2.0497380064233e-12,centre,gia_model,tier2
Sundarbans and Southern Delta (Bengal Basin),centre x c20_treatment,interaction,0.00635262135505046,centre,c20_treatment,tier2
Sundarbans and Southern Delta (Bengal Basin),centre x c30_treatment,interaction,1.41343047405265e-05,centre,c30_treatment,tier2
Sundarbans and Southern Delta (Bengal Basin),centre x geocenter,interaction,1.60881105745982e-06,centre,geocenter,tier2
Sundarbans and Southern Delta (Bengal Basin),truncation x filter,interaction,0.0124630828466152,truncation,filter,tier2
Sundarbans and Southern Delta (Bengal Basin),truncation x gia_model,interaction,4.19875119824597e-14,truncation,gia_model,tier2
Sundarbans and Southern Delta (Bengal Basin),truncation x c20_treatment,interaction,4.74278803423018e-05,truncation,c20_treatment,tier2
Sundarbans and Southern Delta (Bengal Basin),truncation x c30_treatment,interaction,4.28166555078054e-07,truncation,c30_treatment,tier2
Sundarbans and Southern Delta (Bengal Basin),truncation x geocenter,interaction,9.12539012323043e-07,truncation,geocenter,tier2
Sundarbans and Southern Delta (Bengal Basin),filter x gia_model,interaction,-1.31897943400397e-16,filter,gia_model,tier2
Sundarbans and Southern Delta (Bengal Basin),filter x c20_treatment,interaction,5.32243551676344e-07,filter,c20_treatment,tier2
Sundarbans and Southern Delta (Bengal Basin),filter x c30_treatment,interaction,2.62419692352738e-08,filter,c30_treatment,tier2
Sundarbans and Southern Delta (Bengal Basin),filter x geocenter,interaction,1.56552354332161e-07,filter,geocenter,tier2
Sundarbans and Southern Delta (Bengal Basin),gia_model x c20_treatment,interaction,3.51727849067725e-16,gia_model,c20_treatment,tier2
Sundarbans and Southern Delta (Bengal Basin),gia_model x c30_treatment,interaction,1.87413581687087e-16,gia_model,c30_treatment,tier2
Sundarbans and Southern Delta (Bengal Basin),gia_model x geocenter,interaction,3.51727849067725e-16,gia_model,geocenter,tier2
Sundarbans and Southern Delta (Bengal Basin),c20_treatment x c30_treatment,interaction,2.06648698432979e-16,c20_treatment,c30_treatment,tier2
Sundarbans and Southern Delta (Bengal Basin),c20_treatment x geocenter,interaction,2.52804391517427e-16,c20_treatment,geocenter,tier2
Sundarbans and Southern Delta (Bengal Basin),c30_treatment x geocenter,interaction,-4.39659811334656e-17,c30_treatment,geocenter,tier2
Sundarbans and Southern Delta (Bengal Basin),higher-order,residual,0.0286854759770737,,,tier2
Sylhet Basin (Bengal Basin),centre,main,0.03825449075606,centre,,tier2
Sylhet Basin (Bengal Basin),truncation,main,0.00825970079173795,truncation,,tier2
Sylhet Basin (Bengal Basin),filter,main,0.398500171603399,filter,,tier2
Sylhet Basin (Bengal Basin),gia_model,main,0.378594869602051,gia_model,,tier2
Sylhet Basin (Bengal Basin),c20_treatment,main,0.00744028768320836,c20_treatment,,tier2
Sylhet Basin (Bengal Basin),c30_treatment,main,0.000141372410225812,c30_treatment,,tier2
Sylhet Basin (Bengal Basin),geocenter,main,0.0433099329660597,geocenter,,tier2
Sylhet Basin (Bengal Basin),centre x truncation,interaction,0.0309452402993615,centre,truncation,tier2
Sylhet Basin (Bengal Basin),centre x filter,interaction,0.0620210971054149,centre,filter,tier2
Sylhet Basin (Bengal Basin),centre x gia_model,interaction,3.62830759870237e-12,centre,gia_model,tier2
Sylhet Basin (Bengal Basin),centre x c20_treatment,interaction,0.00242446223958314,centre,c20_treatment,tier2
Sylhet Basin (Bengal Basin),centre x c30_treatment,interaction,8.27505362864882e-06,centre,c30_treatment,tier2
Sylhet Basin (Bengal Basin),centre x geocenter,interaction,7.46485559613655e-07,centre,geocenter,tier2
Sylhet Basin (Bengal Basin),truncation x filter,interaction,0.0168955052402836,truncation,filter,tier2
Sylhet Basin (Bengal Basin),truncation x gia_model,interaction,7.3565124662276e-14,truncation,gia_model,tier2
Sylhet Basin (Bengal Basin),truncation x c20_treatment,interaction,1.81007454633357e-05,truncation,c20_treatment,tier2
Sylhet Basin (Bengal Basin),truncation x c30_treatment,interaction,2.50674608656509e-07,truncation,c30_treatment,tier2
Sylhet Basin (Bengal Basin),truncation x geocenter,interaction,4.13347011581492e-07,truncation,geocenter,tier2
Sylhet Basin (Bengal Basin),filter x gia_model,interaction,-2.03674043231087e-15,filter,gia_model,tier2
Sylhet Basin (Bengal Basin),filter x c20_treatment,interaction,2.03160186423899e-07,filter,c20_treatment,tier2
Sylhet Basin (Bengal Basin),filter x c30_treatment,interaction,1.53649124608155e-08,filter,c30_treatment,tier2
Sylhet Basin (Bengal Basin),filter x geocenter,interaction,1.31909309173494e-07,filter,geocenter,tier2
Sylhet Basin (Bengal Basin),gia_model x c20_treatment,interaction,-1.64727444190619e-15,gia_model,c20_treatment,tier2
Sylhet Basin (Bengal Basin),gia_model x c30_treatment,interaction,-1.89509490977921e-15,gia_model,c30_treatment,tier2
Sylhet Basin (Bengal Basin),gia_model x geocenter,interaction,-9.39567758952932e-16,gia_model,geocenter,tier2
Sylhet Basin (Bengal Basin),c20_treatment x c30_treatment,interaction,-1.41740237023494e-16,c20_treatment,c30_treatment,tier2
Sylhet Basin (Bengal Basin),c20_treatment x geocenter,interaction,5.39493745463297e-16,c20_treatment,geocenter,tier2
Sylhet Basin (Bengal Basin),c30_treatment x geocenter,interaction,1.08504921840371e-15,c30_treatment,geocenter,tier2
Sylhet Basin (Bengal Basin),higher-order,residual,0.0131847325582387,,,tier2
Thal Doab (Indus Basin),centre,main,0.00846786623169723,centre,,tier2
Thal Doab (Indus Basin),truncation,main,0.00166748014001592,truncation,,tier2
Thal Doab (Indus Basin),filter,main,0.960252039952021,filter,,tier2
Thal Doab (Indus Basin),gia_model,main,0.0133013121850426,gia_model,,tier2
Thal Doab (Indus Basin),c20_treatment,main,5.06128746797988e-05,c20_treatment,,tier2
Thal Doab (Indus Basin),c30_treatment,main,5.31744921273914e-06,c30_treatment,,tier2
Thal Doab (Indus Basin),geocenter,main,0.00646664447077727,geocenter,,tier2
Thal Doab (Indus Basin),centre x truncation,interaction,0.000949412181398169,centre,truncation,tier2
Thal Doab (Indus Basin),centre x filter,interaction,0.00256345935849149,centre,filter,tier2
Thal Doab (Indus Basin),centre x gia_model,interaction,1.27520684630333e-13,centre,gia_model,tier2
Thal Doab (Indus Basin),centre x c20_treatment,interaction,1.64925068484119e-05,centre,c20_treatment,tier2
Thal Doab (Indus Basin),centre x c30_treatment,interaction,3.11250201687919e-07,centre,c30_treatment,tier2
Thal Doab (Indus Basin),centre x geocenter,interaction,2.35266221476717e-09,centre,geocenter,tier2
Thal Doab (Indus Basin),truncation x filter,interaction,0.00427661624105079,truncation,filter,tier2
Thal Doab (Indus Basin),truncation x gia_model,interaction,2.74548782773522e-15,truncation,gia_model,tier2
Thal Doab (Indus Basin),truncation x c20_treatment,interaction,1.23130967933333e-07,truncation,c20_treatment,tier2
Thal Doab (Indus Basin),truncation x c30_treatment,interaction,9.42860181963634e-09,truncation,c30_treatment,tier2
Thal Doab (Indus Basin),truncation x geocenter,interaction,6.5823715058987e-10,truncation,geocenter,tier2
Thal Doab (Indus Basin),filter x gia_model,interaction,-3.02667577026287e-16,filter,gia_model,tier2
Thal Doab (Indus Basin),filter x c20_treatment,interaction,1.3835618397483e-09,filter,c20_treatment,tier2
Thal Doab (Indus Basin),filter x c30_treatment,interaction,5.7808387452969e-10,filter,c30_treatment,tier2
Thal Doab (Indus Basin),filter x geocenter,interaction,1.9695543522332e-08,filter,geocenter,tier2
Thal Doab (Indus Basin),gia_model x c20_treatment,interaction,3.40653578376864e-17,gia_model,c20_treatment,tier2
Thal Doab (Indus Basin),gia_model x c30_treatment,interaction,1.28259962391558e-17,gia_model,c30_treatment,tier2
Thal Doab (Indus Basin),gia_model x geocenter,interaction,1.24972418901177e-16,gia_model,geocenter,tier2
Thal Doab (Indus Basin),c20_treatment x c30_treatment,interaction,7.24251170328779e-18,c20_treatment,c30_treatment,tier2
Thal Doab (Indus Basin),c20_treatment x geocenter,interaction,1.61097258739798e-16,c20_treatment,geocenter,tier2
Thal Doab (Indus Basin),c30_treatment x geocenter,interaction,1.55239176603805e-16,c30_treatment,geocenter,tier2
Thal Doab (Indus Basin),higher-order,residual,0.00198227793077414,,,tier2
Tifton Upland (Floridan Aquifer System),centre,main,0.0466854515796972,centre,,tier2
Tifton Upland (Floridan Aquifer System),truncation,main,4.86752607913123e-05,truncation,,tier2
Tifton Upland (Floridan Aquifer System),filter,main,0.119612708773881,filter,,tier2
Tifton Upland (Floridan Aquifer System),gia_model,main,0.6601541796802,gia_model,,tier2
Tifton Upland (Floridan Aquifer System),c20_treatment,main,0.00031904264592682,c20_treatment,,tier2
Tifton Upland (Floridan Aquifer System),c30_treatment,main,3.35073616581452e-05,c30_treatment,,tier2
Tifton Upland (Floridan Aquifer System),geocenter,main,0.149229979402139,geocenter,,tier2
Tifton Upland (Floridan Aquifer System),centre x truncation,interaction,0.00495191532188492,centre,truncation,tier2
Tifton Upland (Floridan Aquifer System),centre x filter,interaction,0.0108066115272902,centre,filter,tier2
Tifton Upland (Floridan Aquifer System),centre x gia_model,interaction,6.33278279678861e-12,centre,gia_model,tier2
Tifton Upland (Floridan Aquifer System),centre x c20_treatment,interaction,0.000103961947433302,centre,c20_treatment,tier2
Tifton Upland (Floridan Aquifer System),centre x c30_treatment,interaction,1.96131163486357e-06,centre,c30_treatment,tier2
Tifton Upland (Floridan Aquifer System),centre x geocenter,interaction,1.65450962067895e-06,centre,geocenter,tier2
Tifton Upland (Floridan Aquifer System),truncation x filter,interaction,0.00242421737899146,truncation,filter,tier2
Tifton Upland (Floridan Aquifer System),truncation x gia_model,interaction,1.30104152413324e-13,truncation,gia_model,tier2
Tifton Upland (Floridan Aquifer System),truncation x c20_treatment,interaction,7.76166744219081e-07,truncation,c20_treatment,tier2
Tifton Upland (Floridan Aquifer System),truncation x c30_treatment,interaction,5.94134783136144e-08,truncation,c30_treatment,tier2
Tifton Upland (Floridan Aquifer System),truncation x geocenter,interaction,1.1239272401784e-06,truncation,geocenter,tier2
Tifton Upland (Floridan Aquifer System),filter x gia_model,interaction,-3.92767252568525e-16,filter,gia_model,tier2
Tifton Upland (Floridan Aquifer System),filter x c20_treatment,interaction,8.7214266252254e-09,filter,c20_treatment,tier2
Tifton Upland (Floridan Aquifer System),filter x c30_treatment,interaction,3.64273804174899e-09,filter,c30_treatment,tier2
Tifton Upland (Floridan Aquifer System),filter x geocenter,interaction,4.54512086474102e-07,filter,geocenter,tier2
Tifton Upland (Floridan Aquifer System),gia_model x c20_treatment,interaction,-2.89301465087705e-16,gia_model,c20_treatment,tier2
Tifton Upland (Floridan Aquifer System),gia_model x c30_treatment,interaction,-2.53162754562372e-16,gia_model,c30_treatment,tier2
Tifton Upland (Floridan Aquifer System),gia_model x geocenter,interaction,6.38246785423853e-16,gia_model,geocenter,tier2
Tifton Upland (Floridan Aquifer System),c20_treatment x c30_treatment,interaction,7.6592490964138e-18,c20_treatment,c30_treatment,tier2
Tifton Upland (Floridan Aquifer System),c20_treatment x geocenter,interaction,1.08010994456344e-15,c20_treatment,geocenter,tier2
Tifton Upland (Floridan Aquifer System),c30_treatment x geocenter,interaction,8.83726318279181e-16,c30_treatment,geocenter,tier2
Tifton Upland (Floridan Aquifer System),higher-order,residual,0.00562370690867263,,,tier2
Tipton Till Plain (Central Lowland Till Plain),centre,main,0.0291373893066527,centre,,tier2
Tipton Till Plain (Central Lowland Till Plain),truncation,main,0.00092742603889649,truncation,,tier2
Tipton Till Plain (Central Lowland Till Plain),filter,main,0.336183811093616,filter,,tier2
Tipton Till Plain (Central Lowland Till Plain),gia_model,main,0.498761915975675,gia_model,,tier2
Tipton Till Plain (Central Lowland Till Plain),c20_treatment,main,0.000316035066713134,c20_treatment,,tier2
Tipton Till Plain (Central Lowland Till Plain),c30_treatment,main,1.0074202733195e-05,c30_treatment,,tier2
Tipton Till Plain (Central Lowland Till Plain),geocenter,main,0.120406072375834,geocenter,,tier2
Tipton Till Plain (Central Lowland Till Plain),centre x truncation,interaction,0.00206492214966647,centre,truncation,tier2
Tipton Till Plain (Central Lowland Till Plain),centre x filter,interaction,0.00517033911673125,centre,filter,tier2
Tipton Till Plain (Central Lowland Till Plain),centre x gia_model,interaction,4.78447652883753e-12,centre,gia_model,tier2
Tipton Till Plain (Central Lowland Till Plain),centre x c20_treatment,interaction,0.000102981913322404,centre,c20_treatment,tier2
Tipton Till Plain (Central Lowland Till Plain),centre x c30_treatment,interaction,5.89680806321338e-07,centre,c30_treatment,tier2
Tipton Till Plain (Central Lowland Till Plain),centre x geocenter,interaction,1.07295721786597e-06,centre,geocenter,tier2
Tipton Till Plain (Central Lowland Till Plain),truncation x filter,interaction,0.00156640034373796,truncation,filter,tier2
Tipton Till Plain (Central Lowland Till Plain),truncation x gia_model,interaction,9.83543774836666e-14,truncation,gia_model,tier2
Tipton Till Plain (Central Lowland Till Plain),truncation x c20_treatment,interaction,7.6885002011009e-07,truncation,c20_treatment,tier2
Tipton Till Plain (Central Lowland Till Plain),truncation x c30_treatment,interaction,1.78630637214982e-08,truncation,c30_treatment,tier2
Tipton Till Plain (Central Lowland Till Plain),truncation x geocenter,interaction,7.37800955211381e-07,truncation,geocenter,tier2
Tipton Till Plain (Central Lowland Till Plain),filter x gia_model,interaction,-4.33006693324318e-16,filter,gia_model,tier2
Tipton Till Plain (Central Lowland Till Plain),filter x c20_treatment,interaction,8.6136809344021e-09,filter,c20_treatment,tier2
Tipton Till Plain (Central Lowland Till Plain),filter x c30_treatment,interaction,1.09597143539588e-09,filter,c30_treatment,tier2
Tipton Till Plain (Central Lowland Till Plain),filter x geocenter,interaction,3.66722443623431e-07,filter,geocenter,tier2
Tipton Till Plain (Central Lowland Till Plain),gia_model x c20_treatment,interaction,-2.21456827249854e-16,gia_model,c20_treatment,tier2
Tipton Till Plain (Central Lowland Till Plain),gia_model x c30_treatment,interaction,-1.76754685360903e-16,gia_model,c30_treatment,tier2
Tipton Till Plain (Central Lowland Till Plain),gia_model x geocenter,interaction,2.16503346662159e-16,gia_model,geocenter,tier2
Tipton Till Plain (Central Lowland Till Plain),c20_treatment x c30_treatment,interaction,3.6849062908459e-18,c20_treatment,c30_treatment,tier2
Tipton Till Plain (Central Lowland Till Plain),c20_treatment x geocenter,interaction,-3.09290495231656e-17,c20_treatment,geocenter,tier2
Tipton Till Plain (Central Lowland Till Plain),c30_treatment x geocenter,interaction,-4.63935742847484e-17,c30_treatment,geocenter,tier2
Tipton Till Plain (Central Lowland Till Plain),higher-order,residual,0.00534906882738013,,,tier2
Trans Gangetic Plain (Indo-Gangetic Plain),centre,main,0.000785829622507928,centre,,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),truncation,main,0.000490378193104537,truncation,,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),filter,main,0.993357422503081,filter,,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),gia_model,main,0.00267295787321376,gia_model,,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),c20_treatment,main,1.63115617765984e-05,c20_treatment,,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),c30_treatment,main,1.013150200348e-06,c30_treatment,,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),geocenter,main,0.000942817810074134,geocenter,,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),centre x truncation,interaction,7.53303345826224e-05,centre,truncation,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),centre x filter,interaction,0.00026011177737313,centre,filter,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),centre x gia_model,interaction,2.57120456457191e-14,centre,gia_model,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),centre x c20_treatment,interaction,5.31522001054569e-06,centre,c20_treatment,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),centre x c30_treatment,interaction,5.93034931562913e-08,centre,c30_treatment,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),centre x geocenter,interaction,1.11833270392026e-09,centre,geocenter,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),truncation x filter,interaction,0.00129041788305016,truncation,filter,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),truncation x gia_model,interaction,6.22935046396855e-16,truncation,gia_model,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),truncation x c20_treatment,interaction,3.96827694985724e-08,truncation,c20_treatment,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),truncation x c30_treatment,interaction,1.79646182760216e-09,truncation,c30_treatment,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),truncation x geocenter,interaction,4.59802189759411e-10,truncation,geocenter,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),filter x gia_model,interaction,1.19303663327123e-15,filter,gia_model,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),filter x c20_treatment,interaction,4.45696718358578e-10,filter,c20_treatment,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),filter x c30_treatment,interaction,1.1013750205763e-10,filter,c30_treatment,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),filter x geocenter,interaction,2.87155181294567e-09,filter,geocenter,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),gia_model x c20_treatment,interaction,4.31056772793239e-17,gia_model,c20_treatment,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),gia_model x c30_treatment,interaction,4.52078320573577e-17,gia_model,c30_treatment,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),gia_model x geocenter,interaction,-4.74787170033133e-17,gia_model,geocenter,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),c20_treatment x c30_treatment,interaction,3.33207220040581e-18,c20_treatment,c30_treatment,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),c20_treatment x geocenter,interaction,-8.46049318028966e-17,c20_treatment,geocenter,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),c30_treatment x geocenter,interaction,-8.15705777086999e-17,c30_treatment,geocenter,tier1
Trans Gangetic Plain (Indo-Gangetic Plain),higher-order,residual,0.000101988282752736,,,tier1
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),centre,main,0.0324200674227679,centre,,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),truncation,main,0.00155330067191868,truncation,,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),filter,main,0.125883222162511,filter,,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),gia_model,main,0.648050542901275,gia_model,,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),c20_treatment,main,0.00335069005462311,c20_treatment,,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),c30_treatment,main,6.51219774780578e-07,c30_treatment,,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),geocenter,main,0.169198242157146,geocenter,,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),centre x truncation,interaction,0.000888772783496457,centre,truncation,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),centre x filter,interaction,0.00103670720308427,centre,filter,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),centre x gia_model,interaction,6.21498671338812e-12,centre,gia_model,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),centre x c20_treatment,interaction,0.00109184235965062,centre,c20_treatment,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),centre x c30_treatment,interaction,3.81183100307319e-08,centre,c30_treatment,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),centre x geocenter,interaction,1.14285188042929e-06,centre,geocenter,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),truncation x filter,interaction,0.0142536379861271,truncation,filter,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),truncation x gia_model,interaction,1.27828905608609e-13,truncation,gia_model,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),truncation x c20_treatment,interaction,8.15156015381667e-06,truncation,c20_treatment,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),truncation x c30_treatment,interaction,1.15471542079387e-09,truncation,c30_treatment,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),truncation x geocenter,interaction,7.98852618208002e-07,truncation,geocenter,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),filter x gia_model,interaction,-7.4559957905216e-16,filter,gia_model,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),filter x c20_treatment,interaction,9.14218172915323e-08,filter,c20_treatment,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),filter x c30_treatment,interaction,7.1147851390704e-11,filter,c30_treatment,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),filter x geocenter,interaction,5.15329736484341e-07,filter,geocenter,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),gia_model x c20_treatment,interaction,-7.27477367061309e-16,gia_model,c20_treatment,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),gia_model x c30_treatment,interaction,-5.94929459445713e-16,gia_model,c30_treatment,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),gia_model x geocenter,interaction,-3.31377590689849e-16,gia_model,geocenter,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),c20_treatment x c30_treatment,interaction,-1.07571401263181e-16,c20_treatment,c30_treatment,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),c20_treatment x geocenter,interaction,3.52088690107965e-16,c20_treatment,geocenter,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),c30_treatment x geocenter,interaction,3.52088690107965e-16,c30_treatment,geocenter,tier2
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),higher-order,residual,0.00226158371090542,,,tier2
Transboundary Odanah Shale,centre,main,0.0130234864291168,centre,,tier2
Transboundary Odanah Shale,truncation,main,0.00293679751522364,truncation,,tier2
Transboundary Odanah Shale,filter,main,0.378772265996572,filter,,tier2
Transboundary Odanah Shale,gia_model,main,0.547039833435401,gia_model,,tier2
Transboundary Odanah Shale,c20_treatment,main,0.000903020746412314,c20_treatment,,tier2
Transboundary Odanah Shale,c30_treatment,main,1.30786141442183e-07,c30_treatment,,tier2
Transboundary Odanah Shale,geocenter,main,0.0472076819670802,geocenter,,tier2
Transboundary Odanah Shale,centre x truncation,interaction,4.19012921995047e-05,centre,truncation,tier2
Transboundary Odanah Shale,centre x filter,interaction,0.000880240499280107,centre,filter,tier2
