centre,recipe_idx_per_centre,truncation,filter,gia_model,c20_treatment,c30_treatment,geocenter,spearman_rho_raw,n_aquifers,skill_score,abs_score,global_rank
GFZ,224,60,DDK5,none,replaced,replaced,none,-0.580723336529883,31,0.580723336529883,0.580723336529883,225
GFZ,271,60,DDK7,Geruo_ICE5G_VM2,original,original,GravIS,-0.580723336529883,31,0.580723336529883,0.580723336529883,226
GFZ,264,60,DDK7,Geruo_ICE5G_VM2,replaced,replaced,none,-0.580520782174624,31,0.580520782174624,0.580520782174624,227
CSR,325,96,G300,none,original,replaced,GravIS,-0.580318227819364,31,0.580318227819364,0.580318227819364,228
CSR,327,96,G300,none,original,original,GravIS,-0.580318227819364,31,0.580318227819364,0.580318227819364,229
JPL,324,96,G300,none,original,replaced,none,-0.580115673464104,31,0.580115673464104,0.580115673464104,230
JPL,326,96,G300,none,original,original,none,-0.580115673464104,31,0.580115673464104,0.580115673464104,231
GFZ,317,60,DDK8,Peltier_ICE6G_D,original,replaced,GravIS,-0.580115673464104,31,0.580115673464104,0.580115673464104,232
GFZ,319,60,DDK8,Peltier_ICE6G_D,original,original,GravIS,-0.580115673464104,31,0.580115673464104,0.580115673464104,233
GFZ,625,96,DDK8,Caron_2018,replaced,replaced,GravIS,-0.579913119108844,31,0.579913119108844,0.579913119108844,234
GFZ,627,96,DDK8,Caron_2018,replaced,original,GravIS,-0.579913119108844,31,0.579913119108844,0.579913119108844,235
GFZ,285,60,DDK7,Peltier_ICE6G_D,original,replaced,GravIS,-0.579102901687805,31,0.579102901687805,0.579102901687805,236
GFZ,593,96,DDK7,Caron_2018,replaced,replaced,GravIS,-0.578495238622025,31,0.578495238622025,0.578495238622025,237
GFZ,595,96,DDK7,Caron_2018,replaced,original,GravIS,-0.578495238622025,31,0.578495238622025,0.578495238622025,238
JPL,550,96,DDK5,none,original,original,none,-0.578090129911506,31,0.578090129911506,0.578090129911506,239
JPL,553,96,DDK5,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.578090129911506,31,0.578090129911506,0.578090129911506,240
JPL,555,96,DDK5,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.578090129911506,31,0.578090129911506,0.578090129911506,241
GFZ,597,96,DDK7,Caron_2018,original,replaced,GravIS,-0.578090129911506,31,0.578090129911506,0.578090129911506,242
GFZ,599,96,DDK7,Caron_2018,original,original,GravIS,-0.578090129911506,31,0.578090129911506,0.578090129911506,243
JPL,548,96,DDK5,none,original,replaced,none,-0.577482466845726,31,0.577482466845726,0.577482466845726,244
GFZ,309,60,DDK8,Caron_2018,original,replaced,GravIS,-0.577279912490467,31,0.577279912490467,0.577279912490467,245
GFZ,311,60,DDK8,Caron_2018,original,original,GravIS,-0.577279912490467,31,0.577279912490467,0.577279912490467,246
CSR,231,60,DDK5,none,original,original,GravIS,-0.576874803779947,31,0.576874803779947,0.576874803779947,247
CSR,268,60,DDK7,Geruo_ICE5G_VM2,original,replaced,none,-0.576874803779947,31,0.576874803779947,0.576874803779947,248
CSR,270,60,DDK7,Geruo_ICE5G_VM2,original,original,none,-0.576874803779947,31,0.576874803779947,0.576874803779947,249
JPL,229,60,DDK5,none,original,replaced,GravIS,-0.576874803779947,31,0.576874803779947,0.576874803779947,250
GFZ,270,60,DDK7,Geruo_ICE5G_VM2,original,original,none,-0.576874803779947,31,0.576874803779947,0.576874803779947,251
GFZ,553,96,DDK5,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.576874803779947,31,0.576874803779947,0.576874803779947,252
GFZ,555,96,DDK5,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.576874803779947,31,0.576874803779947,0.576874803779947,253
GFZ,302,60,DDK8,Geruo_ICE5G_VM2,original,original,none,-0.576469695069427,31,0.576469695069427,0.576469695069427,254
CSR,629,96,DDK8,Caron_2018,original,replaced,GravIS,-0.575659477648388,31,0.575659477648388,0.575659477648388,255
CSR,631,96,DDK8,Caron_2018,original,original,GravIS,-0.575659477648388,31,0.575659477648388,0.575659477648388,256
GFZ,277,60,DDK7,Caron_2018,original,replaced,GravIS,-0.575456923293128,31,0.575456923293128,0.575456923293128,257
GFZ,279,60,DDK7,Caron_2018,original,original,GravIS,-0.575456923293128,31,0.575456923293128,0.575456923293128,258
CSR,229,60,DDK5,none,original,replaced,GravIS,-0.575254368937868,31,0.575254368937868,0.575254368937868,259
CSR,227,60,DDK5,none,replaced,original,GravIS,-0.574849260227349,31,0.574849260227349,0.574849260227349,260
CSR,300,60,DDK8,Geruo_ICE5G_VM2,original,replaced,none,-0.574849260227349,31,0.574849260227349,0.574849260227349,261
CSR,302,60,DDK8,Geruo_ICE5G_VM2,original,original,none,-0.574849260227349,31,0.574849260227349,0.574849260227349,262
CSR,625,96,DDK8,Caron_2018,replaced,replaced,GravIS,-0.574849260227349,31,0.574849260227349,0.574849260227349,263
CSR,627,96,DDK8,Caron_2018,replaced,original,GravIS,-0.574849260227349,31,0.574849260227349,0.574849260227349,264
GFZ,4,60,G300,none,original,replaced,none,-0.57403904280631,31,0.57403904280631,0.57403904280631,265
GFZ,266,60,DDK7,Geruo_ICE5G_VM2,replaced,original,none,-0.572823716674751,31,0.572823716674751,0.572823716674751,266
CSR,264,60,DDK7,Geruo_ICE5G_VM2,replaced,replaced,none,-0.572418607964231,31,0.572418607964231,0.572418607964231,267
CSR,266,60,DDK7,Geruo_ICE5G_VM2,replaced,original,none,-0.572418607964231,31,0.572418607964231,0.572418607964231,268
JPL,544,96,DDK5,none,replaced,replaced,none,-0.571608390543192,31,0.571608390543192,0.571608390543192,269
JPL,546,96,DDK5,none,replaced,original,none,-0.571608390543192,31,0.571608390543192,0.571608390543192,270
CSR,225,60,DDK5,none,replaced,replaced,GravIS,-0.571203281832672,31,0.571203281832672,0.571203281832672,271
JPL,635,96,DDK8,Peltier_ICE6G_D,replaced,original,GravIS,-0.571000727477412,31,0.571000727477412,0.571000727477412,272
JPL,571,96,DDK5,Peltier_ICE6G_D,replaced,original,GravIS,-0.570190510056373,31,0.570190510056373,0.570190510056373,273
CSR,584,96,DDK7,Geruo_ICE5G_VM2,replaced,replaced,none,-0.569987955701113,31,0.569987955701113,0.569987955701113,274
CSR,586,96,DDK7,Geruo_ICE5G_VM2,replaced,original,none,-0.569987955701113,31,0.569987955701113,0.569987955701113,275
GFZ,636,96,DDK8,Peltier_ICE6G_D,original,replaced,none,-0.569987955701113,31,0.569987955701113,0.569987955701113,276
GFZ,638,96,DDK8,Peltier_ICE6G_D,original,original,none,-0.569987955701113,31,0.569987955701113,0.569987955701113,277
CSR,309,60,DDK8,Caron_2018,original,replaced,GravIS,-0.569177738280074,31,0.569177738280074,0.569177738280074,278
CSR,311,60,DDK8,Caron_2018,original,original,GravIS,-0.569177738280074,31,0.569177738280074,0.569177738280074,279
JPL,573,96,DDK5,Peltier_ICE6G_D,original,replaced,GravIS,-0.568975183924814,31,0.568975183924814,0.568975183924814,280
CSR,588,96,DDK7,Geruo_ICE5G_VM2,original,replaced,none,-0.568367520859035,31,0.568367520859035,0.568367520859035,281
CSR,590,96,DDK7,Geruo_ICE5G_VM2,original,original,none,-0.568367520859035,31,0.568367520859035,0.568367520859035,282
GFZ,273,60,DDK7,Caron_2018,replaced,replaced,GravIS,-0.567557303437996,31,0.567557303437996,0.567557303437996,283
GFZ,275,60,DDK7,Caron_2018,replaced,original,GravIS,-0.567557303437996,31,0.567557303437996,0.567557303437996,284
JPL,631,96,DDK8,Caron_2018,original,original,GravIS,-0.567354749082736,31,0.567354749082736,0.567354749082736,285
GFZ,6,60,G300,none,original,original,none,-0.566949640372216,31,0.566949640372216,0.566949640372216,286
GFZ,269,60,DDK7,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.566949640372216,31,0.566949640372216,0.566949640372216,287
GFZ,544,96,DDK5,none,replaced,replaced,none,-0.566747086016956,31,0.566747086016956,0.566747086016956,288
GFZ,546,96,DDK5,none,replaced,original,none,-0.566747086016956,31,0.566747086016956,0.566747086016956,289
CSR,228,60,DDK5,none,original,replaced,none,-0.566341977306437,31,0.566341977306437,0.566341977306437,290
CSR,230,60,DDK5,none,original,original,none,-0.566341977306437,31,0.566341977306437,0.566341977306437,291
GFZ,261,60,DDK7,none,original,replaced,GravIS,-0.565936868595917,31,0.565936868595917,0.565936868595917,292
GFZ,263,60,DDK7,none,original,original,GravIS,-0.565936868595917,31,0.565936868595917,0.565936868595917,293
CSR,318,60,DDK8,Peltier_ICE6G_D,original,original,none,-0.565734314240657,31,0.565734314240657,0.565734314240657,294
GFZ,268,60,DDK7,Geruo_ICE5G_VM2,original,replaced,none,-0.565734314240657,31,0.565734314240657,0.565734314240657,295
GFZ,300,60,DDK8,Geruo_ICE5G_VM2,original,replaced,none,-0.565531759885397,31,0.565531759885397,0.565531759885397,296
GFZ,545,96,DDK5,none,replaced,replaced,GravIS,-0.564316433753838,31,0.564316433753838,0.564316433753838,297
CSR,224,60,DDK5,none,replaced,replaced,none,-0.56310110762228,31,0.56310110762228,0.56310110762228,298
CSR,226,60,DDK5,none,replaced,original,none,-0.56310110762228,31,0.56310110762228,0.56310110762228,299
CSR,307,60,DDK8,Caron_2018,replaced,original,GravIS,-0.5624934445565,31,0.5624934445565,0.5624934445565,300
GFZ,225,60,DDK5,none,replaced,replaced,GravIS,-0.5624934445565,31,0.5624934445565,0.5624934445565,301
GFZ,227,60,DDK5,none,replaced,original,GravIS,-0.5624934445565,31,0.5624934445565,0.5624934445565,302
GFZ,549,96,DDK5,none,original,replaced,GravIS,-0.561885781490721,31,0.561885781490721,0.561885781490721,303
CSR,237,60,DDK5,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.561683227135461,31,0.561683227135461,0.561683227135461,304
CSR,239,60,DDK5,Geruo_ICE5G_VM2,original,original,GravIS,-0.561683227135461,31,0.561683227135461,0.561683227135461,305
GFZ,604,96,DDK7,Peltier_ICE6G_D,original,replaced,none,-0.561480672780201,31,0.561480672780201,0.561480672780201,306
GFZ,606,96,DDK7,Peltier_ICE6G_D,original,original,none,-0.561480672780201,31,0.561480672780201,0.561480672780201,307
JPL,575,96,DDK5,Peltier_ICE6G_D,original,original,GravIS,-0.561278118424941,31,0.561278118424941,0.561278118424941,308
GFZ,301,60,DDK8,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.561278118424941,31,0.561278118424941,0.561278118424941,309
GFZ,303,60,DDK8,Geruo_ICE5G_VM2,original,original,GravIS,-0.561278118424941,31,0.561278118424941,0.561278118424941,310
GFZ,548,96,DDK5,none,original,replaced,none,-0.561278118424941,31,0.561278118424941,0.561278118424941,311
JPL,287,60,DDK7,Peltier_ICE6G_D,original,original,GravIS,-0.561075564069681,31,0.561075564069681,0.561075564069681,312
JPL,320,96,G300,none,replaced,replaced,none,-0.561075564069681,31,0.561075564069681,0.561075564069681,313
CSR,305,60,DDK8,Caron_2018,replaced,replaced,GravIS,-0.560467901003902,31,0.560467901003902,0.560467901003902,314
JPL,569,96,DDK5,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.560467901003902,31,0.560467901003902,0.560467901003902,315
JPL,636,96,DDK8,Peltier_ICE6G_D,original,replaced,none,-0.559455129227603,31,0.559455129227603,0.559455129227603,316
JPL,638,96,DDK8,Peltier_ICE6G_D,original,original,none,-0.559455129227603,31,0.559455129227603,0.559455129227603,317
GFZ,326,96,G300,none,original,original,none,-0.559252574872343,31,0.559252574872343,0.559252574872343,318
JPL,322,96,G300,none,replaced,original,none,-0.559050020517083,31,0.559050020517083,0.559050020517083,319
GFZ,293,60,DDK8,none,original,replaced,GravIS,-0.559050020517083,31,0.559050020517083,0.559050020517083,320
GFZ,295,60,DDK8,none,original,original,GravIS,-0.559050020517083,31,0.559050020517083,0.559050020517083,321
GFZ,551,96,DDK5,none,original,original,GravIS,-0.558847466161824,31,0.558847466161824,0.558847466161824,322
JPL,625,96,DDK8,Caron_2018,replaced,replaced,GravIS,-0.558442357451304,31,0.558442357451304,0.558442357451304,323
JPL,629,96,DDK8,Caron_2018,original,replaced,GravIS,-0.558442357451304,31,0.558442357451304,0.558442357451304,324
GFZ,320,96,G300,none,replaced,replaced,none,-0.558239803096044,31,0.558239803096044,0.558239803096044,325
JPL,235,60,DDK5,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.557834694385524,31,0.557834694385524,0.557834694385524,326
CSR,335,96,G300,Geruo_ICE5G_VM2,original,original,GravIS,-0.557227031319745,31,0.557227031319745,0.557227031319745,327
JPL,1,60,G300,none,replaced,replaced,GravIS,-0.557227031319745,31,0.557227031319745,0.557227031319745,328
JPL,627,96,DDK8,Caron_2018,replaced,original,GravIS,-0.557024476964485,31,0.557024476964485,0.557024476964485,329
GFZ,233,60,DDK5,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.557024476964485,31,0.557024476964485,0.557024476964485,330
GFZ,235,60,DDK5,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.557024476964485,31,0.557024476964485,0.557024476964485,331
CSR,547,96,DDK5,none,replaced,original,GravIS,-0.556821922609226,31,0.556821922609226,0.556821922609226,332
GFZ,1,60,G300,none,replaced,replaced,GravIS,-0.556821922609226,31,0.556821922609226,0.556821922609226,333
GFZ,3,60,G300,none,replaced,original,GravIS,-0.556821922609226,31,0.556821922609226,0.556821922609226,334
GFZ,547,96,DDK5,none,replaced,original,GravIS,-0.556619368253966,31,0.556619368253966,0.556619368253966,335
GFZ,550,96,DDK5,none,original,original,none,-0.556619368253966,31,0.556619368253966,0.556619368253966,336
GFZ,5,60,G300,none,original,replaced,GravIS,-0.556011705188186,31,0.556011705188186,0.556011705188186,337
CSR,316,60,DDK8,Peltier_ICE6G_D,original,replaced,none,-0.555606596477667,31,0.555606596477667,0.555606596477667,338
GFZ,249,60,DDK5,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.555606596477667,31,0.555606596477667,0.555606596477667,339
GFZ,251,60,DDK5,Peltier_ICE6G_D,replaced,original,GravIS,-0.555606596477667,31,0.555606596477667,0.555606596477667,340
GFZ,324,96,G300,none,original,replaced,none,-0.555606596477667,31,0.555606596477667,0.555606596477667,341
CSR,312,60,DDK8,Peltier_ICE6G_D,replaced,replaced,none,-0.555201487767147,31,0.555201487767147,0.555201487767147,342
CSR,314,60,DDK8,Peltier_ICE6G_D,replaced,original,none,-0.555201487767147,31,0.555201487767147,0.555201487767147,343
GFZ,322,96,G300,none,replaced,original,none,-0.554998933411887,31,0.554998933411887,0.554998933411887,344
CSR,273,60,DDK7,Caron_2018,replaced,replaced,GravIS,-0.554593824701367,31,0.554593824701367,0.554593824701367,345
CSR,275,60,DDK7,Caron_2018,replaced,original,GravIS,-0.554593824701367,31,0.554593824701367,0.554593824701367,346
GFZ,253,60,DDK5,Peltier_ICE6G_D,original,replaced,GravIS,-0.554391270346108,31,0.554391270346108,0.554391270346108,347
GFZ,255,60,DDK5,Peltier_ICE6G_D,original,original,GravIS,-0.554391270346108,31,0.554391270346108,0.554391270346108,348
CSR,277,60,DDK7,Caron_2018,original,replaced,GravIS,-0.553581052925068,31,0.553581052925068,0.553581052925068,349
CSR,279,60,DDK7,Caron_2018,original,original,GravIS,-0.553581052925068,31,0.553581052925068,0.553581052925068,350
GFZ,2,60,G300,none,replaced,original,none,-0.553581052925068,31,0.553581052925068,0.553581052925068,351
CSR,545,96,DDK5,none,replaced,replaced,GravIS,-0.553175944214549,31,0.553175944214549,0.553175944214549,352
GFZ,569,96,DDK5,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.553175944214549,31,0.553175944214549,0.553175944214549,353
GFZ,571,96,DDK5,Peltier_ICE6G_D,replaced,original,GravIS,-0.553175944214549,31,0.553175944214549,0.553175944214549,354
GFZ,230,60,DDK5,none,original,original,none,-0.55216317243825,31,0.55216317243825,0.55216317243825,355
CSR,233,60,DDK5,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.55196061808299,31,0.55196061808299,0.55196061808299,356
CSR,235,60,DDK5,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.55196061808299,31,0.55196061808299,0.55196061808299,357
JPL,233,60,DDK5,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.551352955017211,31,0.551352955017211,0.551352955017211,358
JPL,285,60,DDK7,Peltier_ICE6G_D,original,replaced,GravIS,-0.551352955017211,31,0.551352955017211,0.551352955017211,359
JPL,616,96,DDK8,Geruo_ICE5G_VM2,replaced,replaced,none,-0.551150400661951,31,0.551150400661951,0.551150400661951,360
JPL,618,96,DDK8,Geruo_ICE5G_VM2,replaced,original,none,-0.551150400661951,31,0.551150400661951,0.551150400661951,361
CSR,549,96,DDK5,none,original,replaced,GravIS,-0.550745291951431,31,0.550745291951431,0.550745291951431,362
CSR,551,96,DDK5,none,original,original,GravIS,-0.550745291951431,31,0.550745291951431,0.550745291951431,363
GFZ,573,96,DDK5,Peltier_ICE6G_D,original,replaced,GravIS,-0.550137628885652,31,0.550137628885652,0.550137628885652,364
GFZ,575,96,DDK5,Peltier_ICE6G_D,original,original,GravIS,-0.550137628885652,31,0.550137628885652,0.550137628885652,365
GFZ,7,60,G300,none,original,original,GravIS,-0.549732520175132,31,0.549732520175132,0.549732520175132,366
CSR,550,96,DDK5,none,original,original,none,-0.549529965819872,31,0.549529965819872,0.549529965819872,367
GFZ,229,60,DDK5,none,original,replaced,GravIS,-0.549529965819872,31,0.549529965819872,0.549529965819872,368
GFZ,321,96,G300,none,replaced,replaced,GravIS,-0.549327411464612,31,0.549327411464612,0.549327411464612,369
GFZ,323,96,G300,none,replaced,original,GravIS,-0.549327411464612,31,0.549327411464612,0.549327411464612,370
JPL,3,60,G300,none,replaced,original,GravIS,-0.548922302754093,31,0.548922302754093,0.548922302754093,371
GFZ,0,60,G300,none,replaced,replaced,none,-0.548719748398833,31,0.548719748398833,0.548719748398833,372
CSR,548,96,DDK5,none,original,replaced,none,-0.548517194043573,31,0.548517194043573,0.548517194043573,373
GFZ,228,60,DDK5,none,original,replaced,none,-0.548517194043573,31,0.548517194043573,0.548517194043573,374
CSR,284,60,DDK7,Peltier_ICE6G_D,original,replaced,none,-0.547099313556754,31,0.547099313556754,0.547099313556754,375
CSR,286,60,DDK7,Peltier_ICE6G_D,original,original,none,-0.547099313556754,31,0.547099313556754,0.547099313556754,376
GFZ,632,96,DDK8,Peltier_ICE6G_D,replaced,replaced,none,-0.547099313556754,31,0.547099313556754,0.547099313556754,377
GFZ,634,96,DDK8,Peltier_ICE6G_D,replaced,original,none,-0.547099313556754,31,0.547099313556754,0.547099313556754,378
JPL,584,96,DDK7,Geruo_ICE5G_VM2,replaced,replaced,none,-0.546694204846235,31,0.546694204846235,0.546694204846235,379
JPL,586,96,DDK7,Geruo_ICE5G_VM2,replaced,original,none,-0.546694204846235,31,0.546694204846235,0.546694204846235,380
JPL,597,96,DDK7,Caron_2018,original,replaced,GravIS,-0.546491650490975,31,0.546491650490975,0.546491650490975,381
JPL,599,96,DDK7,Caron_2018,original,original,GravIS,-0.546491650490975,31,0.546491650490975,0.546491650490975,382
CSR,333,96,G300,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.546289096135715,31,0.546289096135715,0.546289096135715,383
JPL,620,96,DDK8,Geruo_ICE5G_VM2,original,replaced,none,-0.546289096135715,31,0.546289096135715,0.546289096135715,384
JPL,622,96,DDK8,Geruo_ICE5G_VM2,original,original,none,-0.546289096135715,31,0.546289096135715,0.546289096135715,385
JPL,357,96,G400,none,original,replaced,GravIS,-0.545681433069936,31,0.545681433069936,0.545681433069936,386
JPL,359,96,G400,none,original,original,GravIS,-0.545681433069936,31,0.545681433069936,0.545681433069936,387
JPL,5,60,G300,none,original,replaced,GravIS,-0.545276324359416,31,0.545276324359416,0.545276324359416,388
JPL,251,60,DDK5,Peltier_ICE6G_D,replaced,original,GravIS,-0.545276324359416,31,0.545276324359416,0.545276324359416,389
GFZ,602,96,DDK7,Peltier_ICE6G_D,replaced,original,none,-0.545073770004156,31,0.545073770004156,0.545073770004156,390
CSR,593,96,DDK7,Caron_2018,replaced,replaced,GravIS,-0.544871215648897,31,0.544871215648897,0.544871215648897,391
CSR,595,96,DDK7,Caron_2018,replaced,original,GravIS,-0.544871215648897,31,0.544871215648897,0.544871215648897,392
JPL,270,60,DDK7,Geruo_ICE5G_VM2,original,original,none,-0.544871215648897,31,0.544871215648897,0.544871215648897,393
JPL,7,60,G300,none,original,original,GravIS,-0.544668661293637,31,0.544668661293637,0.544668661293637,394
CSR,544,96,DDK5,none,replaced,replaced,none,-0.544263552583117,31,0.544263552583117,0.544263552583117,395
CSR,546,96,DDK5,none,replaced,original,none,-0.544263552583117,31,0.544263552583117,0.544263552583117,396
JPL,588,96,DDK7,Geruo_ICE5G_VM2,original,replaced,none,-0.544263552583117,31,0.544263552583117,0.544263552583117,397
JPL,590,96,DDK7,Geruo_ICE5G_VM2,original,original,none,-0.544263552583117,31,0.544263552583117,0.544263552583117,398
JPL,4,60,G300,none,original,replaced,none,-0.544060998227857,31,0.544060998227857,0.544060998227857,399
JPL,6,60,G300,none,original,original,none,-0.544060998227857,31,0.544060998227857,0.544060998227857,400
JPL,237,60,DDK5,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.543858443872597,31,0.543858443872597,0.543858443872597,401
